iter	Passed	Remaining
1664	225205	586347
1665	225338	586204
1666	225470	586062
1667	225599	585909
1668	225734	585773
1669	225868	585634
1670	225999	585488
1671	226136	585358
1672	226269	585217
1673	226401	585073
1674	226528	584916
1675	226663	584781
1676	226796	584640
1677	226928	584495
1678	227059	584349
1679	227194	584213
1680	227335	584094
1681	227469	583956
1682	227601	583812
1683	227732	583664
1684	227865	583524
1685	227994	583374
1686	228125	583228
1687	228267	583109
1688	228404	582980
1689	228535	582831
1690	228666	582687
1691	228800	582549
1692	228928	582394
1693	229057	582244
1694	229189	582101
1695	229326	581970
1696	229457	581824
1697	229587	581674
1698	229716	581524
1699	229850	581386
1700	229984	581248
1701	230111	581092
1702	230239	580938
1703	230372	580798
1704	230503	580651
1705	230632	580502
1706	230760	580347
1707	230890	580199
1708	231019	580050
1709	231150	579903
1710	231281	579759
1711	231418	579626
1712	231547	579477
1713	231682	579340
1714	231816	579203
1715	231947	579058
1716	232076	578906
1717	232204	578755
1718	232335	578607
1719	232472	578477
1720	232602	578330
1721	232740	578201
1722	232872	578060
1723	233004	577917
1724	233134	577767
1725	233262	577615
1726	233392	577467
1727	233526	577330
1728	233657	577183
1729	233791	577045
1730	233925	576908
1731	234058	576766
1732	234192	576630
1733	234324	576487
1734	234456	576344
1735	234583	576190
1736	234711	576035
1737	234840	575885
1738	234968	575734
1739	235104	575601
1740	235237	575460
1741	235371	575321
1742	235505	575183
1743	235635	575036
1744	235765	574889
1745	235893	574736
1746	236026	574596
1747	236162	574464
1748	236295	574322
1749	236424	574174
1750	236551	574019
1751	236684	573877
1752	236816	573737
1753	236950	573597
1754	237078	573445
1755	237212	573308
1756	237345	573167
1757	237479	573029
1758	237609	572883
1759	237740	572738
1760	237874	572601
1761	238005	572455
1762	238136	572310
1763	238272	572177
1764	238405	572039
1765	238539	571899
1766	238671	571758
1767	238803	571615
1768	238935	571472
1769	239067	571330
1770	239203	571196
1771	239335	571054
1772	239464	570906
1773	239595	570760
1774	239724	570611
1775	239859	570477
1776	239992	570337
1777	240123	570191
1778	240258	570056
1779	240398	569932
1780	240530	569791
1781	240662	569649
1782	240798	569515
1783	240932	569377
1784	241066	569240
1785	241200	569103
1786	241335	568969
1787	241470	568832
1788	241601	568689
1789	241734	568549
1790	241866	568406
1791	241997	568261
1792	242129	568118
1793	242268	567994
1794	242400	567851
1795	242535	567716
1796	242667	567573
1797	242804	567443
1798	242932	567292
1799	243066	567156
1800	243199	567014
1801	243331	566874
1802	243466	566738
1803	243602	566605
1804	243733	566461
1805	243864	566317
1806	243998	566179
1807	244129	566034
1808	244262	565895
1809	244392	565749
1810	244521	565598
1811	244653	565456
1812	244785	565316
1813	244916	565170
1814	245046	565023
1815	245174	564874
1816	245305	564729
1817	245440	564595
1818	245570	564446
1819	245704	564309
1820	245831	564156
1821	245963	564014
1822	246092	563865
1823	246222	563721
1824	246358	563587
1825	246488	563441
1826	246621	563301
1827	246754	563161
1828	246886	563019
1829	247023	562889
1830	247156	562749
1831	247295	562623
1832	247426	562481
1833	247557	562335
1834	247686	562188
1835	247822	562054
1836	247949	561901
1837	248077	561751
1838	248213	561619
1839	248350	561488
1840	248486	561355
1841	248619	561217
1842	248754	561081
1843	248888	560943
1844	249022	560805
1845	249158	560673
1846	249295	560543
1847	249423	560392
1848	249559	560260
1849	249691	560119
1850	249821	559972
1851	249955	559834
1852	250088	559696
1853	250217	559547
1854	250354	559416
1855	250487	559278
1856	250617	559131
1857	250752	558997
1858	250887	558861
1859	251021	558724
1860	251153	558583
1861	251286	558444
1862	251416	558299
1863	251549	558159
1864	251680	558014
1865	251816	557882
1866	251946	557736
1867	252080	557600
1868	252212	557458
1869	252352	557335
1870	252484	557192
1871	252614	557047
1872	252745	556904
1873	252881	556771
1874	253012	556628
1875	253146	556490
1876	253278	556349
1877	253411	556210
1878	253542	556066
1879	253683	555943
1880	253828	555830
1881	253971	555714
1882	254106	555580
1883	254241	555443
1884	254381	555320
1885	254513	555180
1886	254643	555034
1887	254772	554885
1888	254906	554748
1889	255039	554610
1890	255171	554468
1891	255308	554337
1892	255440	554196
1893	255568	554046
1894	255697	553898
1895	255825	553749
1896	255955	553602
1897	256084	553455
1898	256214	553309
1899	256347	553170
1900	256475	553021
1901	256602	552869
1902	256735	552729
1903	256869	552592
1904	256996	552441
1905	257128	552299
1906	257258	552154
1907	257392	552016
1908	257519	551865
1909	257646	551714
1910	257777	551572
1911	257908	551428
1912	258037	551280
1913	258168	551137
1914	258299	550994
1915	258431	550851
1916	258565	550716
1917	258703	550587
1918	258840	550457
1919	258975	550323
1920	259107	550181
1921	259239	550040
1922	259377	549912
1923	259511	549775
1924	259646	549641
1925	259782	549508
1926	259915	549370
1927	260051	549236
1928	260184	549099
1929	260318	548961
1930	260449	548819
1931	260585	548685
1932	260715	548541
1933	260847	548400
1934	260980	548261
1935	261112	548120
1936	261246	547984
1937	261381	547848
1938	261512	547705
1939	261644	547564
1940	261770	547412
1941	261900	547266
1942	262029	547119
1943	262167	546990
1944	262300	546853
1945	262434	546715
1946	262569	546580
1947	262700	546439
1948	262830	546294
1949	262962	546153
1950	263090	546004
1951	263224	545866
1952	263357	545727
1953	263489	545588
1954	263620	545444
1955	263762	545325
1956	263890	545175
1957	264020	545031
1958	264147	544880
1959	264283	544747
1960	264414	544604
1961	264545	544463
1962	264680	544328
1963	264813	544188
1964	264945	544047
1965	265076	543905
1966	265209	543766
1967	265339	543621
1968	265470	543479
1969	265601	543338
1970	265737	543204
1971	265873	543072
1972	266003	542926
1973	266135	542787
1974	266272	542657
1975	266408	542523
1976	266541	542386
1977	266675	542248
1978	266811	542115
1979	266945	541979
1980	267078	541840
1981	267212	541705
1982	267347	541571
1983	267481	541434
1984	267614	541295
1985	267745	541152
1986	267880	541019
1987	268012	540878
1988	268147	540744
1989	268286	540616
1990	268421	540483
1991	268556	540348
1992	268685	540202
1993	268817	540061
1994	268949	539921
1995	269082	539783
1996	269216	539646
1997	269349	539508
1998	269481	539367
1999	269614	539229
2000	269749	539093
2001	269884	538960
2002	270022	538831
2003	270154	538692
2004	270290	538558
2005	270421	538416
2006	270551	538272
2007	270682	538129
2008	270818	537996
2009	270951	537858
2010	271079	537711
2011	271213	537573
2012	271347	537438
2013	271478	537296
2014	271608	537150
2015	271736	537003
2016	271871	536869
2017	272003	536729
2018	272131	536581
2019	272275	536463
2020	272406	536321
2021	272539	536182
2022	272668	536037
2023	272800	535896
2024	272934	535760
2025	273067	535622
2026	273201	535485
2027	273335	535350
2028	273469	535213
2029	273602	535074
2030	273732	534929
2031	273864	534791
2032	273998	534653
2033	274130	534514
2034	274264	534377
2035	274397	534239
2036	274530	534101
2037	274661	533960
2038	274792	533817
2039	274926	533681
2040	275055	533534
2041	275188	533396
2042	275321	533258
2043	275458	533128
2044	275588	532983
2045	275721	532845
2046	275851	532701
2047	275983	532561
2048	276119	532430
2049	276256	532298
2050	276387	532157
2051	276519	532017
2052	276651	531876
2053	276783	531736
2054	276914	531594
2055	277042	531447
2056	277175	531308
2057	277311	531177
2058	277442	531034
2059	277572	530891
2060	277703	530749
2061	277835	530609
2062	277967	530468
2063	278100	530331
2064	278233	530192
2065	278368	530059
2066	278503	529925
2067	278635	529783
2068	278765	529641
2069	278899	529505
2070	279030	529363
2071	279164	529226
2072	279300	529095
2073	279432	528954
2074	279564	528814
2075	279696	528675
2076	279826	528530
2077	279961	528397
2078	280092	528255
2079	280226	528119
2080	280360	527983
2081	280491	527841
2082	280622	527700
2083	280756	527562
2084	280887	527422
2085	281026	527295
2086	281162	527162
2087	281296	527026
2088	281428	526886
2089	281566	526758
2090	281700	526621
2091	281829	526476
2092	281959	526333
2093	282089	526190
2094	282222	526052
2095	282357	525917
2096	282489	525778
2097	282620	525635
2098	282751	525495
2099	282878	525346
2100	283009	525203
2101	283138	525058
2102	283274	524925
2103	283407	524789
2104	283541	524653
2105	283673	524513
2106	283802	524367
2107	283934	524227
2108	284064	524085
2109	284196	523944
2110	284327	523802
2111	284457	523660
2112	284585	523513
2113	284720	523380
2114	284852	523239
2115	284986	523103
2116	285117	522961
2117	285252	522827
2118	285384	522688
2119	285513	522543
2120	285642	522399
2121	285773	522257
2122	285904	522114
2123	286034	521972
2124	286166	521832
2125	286296	521689
2126	286426	521547
2127	286562	521413
2128	286689	521266
2129	286820	521123
2130	286947	520976
2131	287077	520832
2132	287210	520694
2133	287342	520555
2134	287471	520411
2135	287601	520267
2136	287730	520122
2137	287863	519984
2138	287990	519836
2139	288122	519696
2140	288255	519559
2141	288383	519412
2142	288518	519279
2143	288650	519140
2144	288780	518997
2145	288916	518865
2146	289043	518715
2147	289178	518582
2148	289307	518437
2149	289436	518294
2150	289565	518148
2151	289697	518009
2152	289831	517873
2153	289959	517726
2154	290093	517591
2155	290229	517459
2156	290359	517316
2157	290492	517179
2158	290620	517032
2159	290751	516891
2160	290883	516752
2161	291015	516613
2162	291150	516479
2163	291287	516348
2164	291422	516214
2165	291557	516080
2166	291690	515944
2167	291821	515803
2168	291952	515660
2169	292084	515523
2170	292223	515395
2171	292355	515255
2172	292491	515124
2173	292624	514986
2174	292754	514844
2175	292886	514705
2176	293018	514565
2177	293155	514435
2178	293292	514304
2179	293444	514200
2180	293578	514066
2181	293713	513931
2182	293857	513813
2183	293997	513688
2184	294136	513561
2185	294272	513427
2186	294407	513294
2187	294536	513149
2188	294671	513016
2189	294802	512875
2190	294932	512732
2191	295063	512591
2192	295198	512457
2193	295332	512321
2194	295467	512188
2195	295597	512046
2196	295730	511908
2197	295862	511769
2198	295996	511634
2199	296134	511505
2200	296265	511364
2201	296398	511227
2202	296530	511087
2203	296655	510936
2204	296788	510799
2205	296923	510664
2206	297052	510520
2207	297184	510382
2208	297316	510243
2209	297449	510106
2210	297580	509965
2211	297715	509831
2212	297844	509686
2213	297975	509546
2214	298104	509402
2215	298237	509263
2216	298371	509129
2217	298502	508988
2218	298635	508851
2219	298765	508708
2220	298895	508565
2221	299031	508434
2222	299166	508300
2223	299295	508156
2224	299426	508016
2225	299560	507880
2226	299690	507737
2227	299821	507597
2228	299950	507453
2229	300082	507313
2230	300213	507173
2231	300346	507036
2232	300481	506901
2233	300615	506766
2234	300746	506625
2235	300875	506482
2236	301001	506333
2237	301133	506195
2238	301264	506053
2239	301398	505918
2240	301527	505774
2241	301656	505631
2242	301786	505488
2243	301917	505348
2244	302048	505208
2245	302182	505073
2246	302308	504923
2247	302441	504787
2248	302573	504648
2249	302706	504511
2250	302836	504369
2251	302968	504230
2252	303099	504089
2253	303231	503950
2254	303359	503805
2255	303488	503662
2256	303618	503520
2257	303750	503380
2258	303880	503238
2259	304008	503094
2260	304143	502960
2261	304275	502821
2262	304404	502677
2263	304533	502533
2264	304664	502393
2265	304793	502249
2266	304922	502107
2267	305052	501965
2268	305183	501824
2269	305315	501685
2270	305445	501544
2271	305576	501404
2272	305703	501257
2273	305833	501115
2274	305962	500972
2275	306094	500832
2276	306227	500695
2277	306360	500559
2278	306487	500412
2279	306614	500266
2280	306746	500126
2281	306875	499984
2282	307001	499835
2283	307130	499691
2284	307259	499548
2285	307388	499404
2286	307515	499259
2287	307646	499118
2288	307775	498975
2289	307901	498827
2290	308026	498677
2291	308157	498537
2292	308288	498396
2293	308417	498254
2294	308548	498114
2295	308680	497975
2296	308807	497829
2297	308937	497688
2298	309069	497549
2299	309199	497407
2300	309329	497266
2301	309463	497131
2302	309593	496989
2303	309721	496844
2304	309847	496696
2305	309976	496553
2306	310104	496409
2307	310238	496274
2308	310367	496130
2309	310496	495987
2310	310626	495846
2311	310756	495704
2312	310888	495566
2313	311016	495422
2314	311147	495282
2315	311279	495144
2316	311410	495004
2317	311545	494871
2318	311672	494725
2319	311801	494581
2320	311931	494440
2321	312065	494305
2322	312198	494168
2323	312330	494030
2324	312458	493886
2325	312590	493748
2326	312721	493608
2327	312852	493468
2328	312982	493326
2329	313116	493192
2330	313245	493048
2331	313371	492902
2332	313500	492759
2333	313628	492614
2334	313756	492469
2335	313885	492327
2336	314026	492203
2337	314172	492086
2338	314312	491962
2339	314444	491822
2340	314577	491686
2341	314705	491542
2342	314831	491395
2343	314962	491254
2344	315095	491118
2345	315221	490971
2346	315348	490825
2347	315476	490680
2348	315604	490538
2349	315730	490389
2350	315859	490247
2351	315987	490102
2352	316112	489953
2353	316240	489810
2354	316369	489667
2355	316497	489523
2356	316625	489379
2357	316754	489236
2358	316880	489088
2359	317009	488946
2360	317137	488802
2361	317268	488662
2362	317395	488517
2363	317524	488374
2364	317650	488228
2365	317784	488092
2366	317918	487958
2367	318055	487828
2368	318194	487701
2369	318330	487569
2370	318466	487437
2371	318600	487303
2372	318738	487174
2373	318872	487040
2374	319010	486910
2375	319149	486783
2376	319285	486652
2377	319423	486522
2378	319556	486386
2379	319694	486258
2380	319835	486133
2381	319968	485997
2382	320104	485865
2383	320241	485734
2384	320376	485601
2385	320512	485470
2386	320645	485333
2387	320780	485201
2388	320917	485069
2389	321053	484938
2390	321190	484807
2391	321331	484684
2392	321466	484551
2393	321604	484421
2394	321739	484287
2395	321871	484151
2396	322005	484015
2397	322148	483895
2398	322282	483759
2399	322413	483620
2400	322545	483482
2401	322682	483351
2402	322814	483214
2403	322951	483084
2404	323089	482955
2405	323228	482827
2406	323367	482699
2407	323501	482564
2408	323634	482428
2409	323769	482296
2410	323903	482160
2411	324046	482038
2412	324183	481908
2413	324321	481779
2414	324454	481643
2415	324588	481508
2416	324722	481374
2417	324856	481239
2418	324992	481107
2419	325129	480976
2420	325264	480842
2421	325401	480713
2422	325532	480573
2423	325671	480445
2424	325804	480309
2425	325935	480170
2426	326070	480036
2427	326211	479913
2428	326348	479781
2429	326490	479658
2430	326620	479517
2431	326756	479386
2432	326890	479250
2433	327022	479113
2434	327159	478982
2435	327291	478845
2436	327424	478709
2437	327560	478577
2438	327692	478439
2439	327825	478303
2440	327966	478178
2441	328106	478051
2442	328237	477912
2443	328371	477777
2444	328503	477640
2445	328635	477502
2446	328767	477365
2447	328906	477236
2448	329040	477102
2449	329175	476968
2450	329307	476831
2451	329442	476696
2452	329575	476561
2453	329711	476428
2454	329852	476303
2455	329981	476161
2456	330116	476028
2457	330248	475891
2458	330379	475752
2459	330512	475614
2460	330647	475482
2461	330780	475345
2462	330913	475209
2463	331048	475075
2464	331184	474943
2465	331316	474806
2466	331454	474677
2467	331583	474535
2468	331712	474392
2469	331853	474268
2470	331988	474135
2471	332130	474011
2472	332265	473877
2473	332400	473743
2474	332538	473615
2475	332670	473478
2476	332808	473348
2477	332943	473215
2478	333087	473094
2479	333226	472966
2480	333359	472830
2481	333494	472696
2482	333626	472558
2483	333761	472426
2484	333894	472289
2485	334030	472157
2486	334164	472022
2487	334303	471894
2488	334433	471754
2489	334567	471619
2490	334703	471487
2491	334840	471357
2492	334976	471224
2493	335117	471099
2494	335252	470966
2495	335389	470835
2496	335524	470701
2497	335656	470563
2498	335791	470430
2499	335926	470296
2500	336062	470164
2501	336195	470028
2502	336325	469887
2503	336457	469750
2504	336586	469608
2505	336721	469475
2506	336855	469340
2507	336986	469201
2508	337128	469077
2509	337264	468945
2510	337399	468811
2511	337531	468674
2512	337660	468532
2513	337796	468400
2514	337932	468268
2515	338075	468146
2516	338206	468007
2517	338341	467872
2518	338471	467732
2519	338606	467600
2520	338743	467468
2521	338879	467335
2522	339009	467195
2523	339143	467061
2524	339280	466930
2525	339415	466796
2526	339552	466665
2527	339687	466533
2528	339825	466403
2529	339960	466270
2530	340097	466139
2531	340238	466013
2532	340368	465873
2533	340501	465737
2534	340633	465599
2535	340778	465480
2536	340913	465346
2537	341053	465220
2538	341187	465084
2539	341321	464950
2540	341456	464816
2541	341595	464688
2542	341726	464548
2543	341867	464423
2544	342001	464289
2545	342130	464147
2546	342257	464002
2547	342380	463853
2548	342507	463708
2549	342630	463559
2550	342754	463410
2551	342877	463260
2552	343004	463116
2553	343128	462968
2554	343249	462815
2555	343375	462670
2556	343499	462521
2557	343623	462373
2558	343742	462218
2559	343866	462070
2560	343987	461918
2561	344112	461771
2562	344232	461618
2563	344358	461472
2564	344478	461319
2565	344607	461177
2566	344729	461027
2567	344854	460880
2568	344977	460730
2569	345103	460586
2570	345226	460435
2571	345344	460280
2572	345468	460131
2573	345590	459981
2574	345713	459832
2575	345838	459685
2576	345965	459541
2577	346093	459399
2578	346222	459258
2579	346344	459107
2580	346468	458960
2581	346592	458811
2582	346715	458662
2583	346846	458524
2584	346976	458384
2585	347104	458242
2586	347227	458093
2587	347353	457948
2588	347472	457794
2589	347599	457650
2590	347722	457501
2591	347850	457358
2592	347986	457226
2593	348114	457085
2594	348238	456937
2595	348361	456788
2596	348486	456642
2597	348607	456490
2598	348735	456347
2599	348858	456199
2600	348985	456056
2601	349115	455917
2602	349243	455773
2603	349367	455626
2604	349490	455478
2605	349616	455333
2606	349738	455183
2607	349864	455038
2608	349989	454892
2609	350114	454745
2610	350237	454598
2611	350365	454455
2612	350484	454302
2613	350613	454161
2614	350734	454010
2615	350859	453863
2616	350983	453716
2617	351109	453572
2618	351232	453423
2619	351356	453276
2620	351482	453131
2621	351605	452983
2622	351728	452835
2623	351854	452691
2624	351979	452545
2625	352104	452399
2626	352232	452256
2627	352353	452106
2628	352476	451958
2629	352601	451812
2630	352725	451665
2631	352852	451521
2632	352980	451380
2633	353102	451230
2634	353224	451081
2635	353347	450933
2636	353471	450786
2637	353596	450641
2638	353717	450491
2639	353845	450349
2640	353970	450203
2641	354096	450059
2642	354223	449915
2643	354343	449764
2644	354464	449613
2645	354591	449470
2646	354718	449328
2647	354842	449181
2648	354966	449034
2649	355089	448887
2650	355211	448737
2651	355335	448591
2652	355460	448445
2653	355584	448299
2654	355707	448151
2655	355831	448005
2656	355956	447860
2657	356083	447716
2658	356204	447566
2659	356333	447425
2660	356455	447277
2661	356580	447131
2662	356708	446991
2663	356834	446847
2664	356956	446697
2665	357081	446552
2666	357200	446400
2667	357323	446252
2668	357444	446102
2669	357565	445953
2670	357641	445745
2671	357765	445600
2672	357893	445458
2673	358020	445316
2674	358143	445169
2675	358216	444960
2676	358340	444812
2677	358463	444666
2678	358538	444459
2679	358611	444250
2680	358737	444106
2681	358813	443900
2682	358942	443761
2683	359021	443559
2684	359144	443413
2685	359220	443207
2686	359345	443063
2687	359422	442860
2688	359497	442654
2689	359624	442512
2690	359750	442368
2691	359824	442162
2692	359951	442020
2693	360028	441816
2694	360153	441672
2695	360276	441526
2696	360400	441380
2697	360522	441232
2698	360641	441080
2699	360762	440932
2700	360886	440786
2701	361013	440644
2702	361136	440497
2703	361263	440356
2704	361337	440151
2705	361464	440008
2706	361589	439865
2707	361711	439717
2708	361834	439570
2709	361957	439424
2710	362080	439278
2711	362201	439129
2712	362275	438924
2713	362405	438785
2714	362480	438581
2715	362603	438435
2716	362678	438231
2717	362803	438087
2718	362929	437945
2719	363006	437743
2720	363134	437602
2721	363263	437463
2722	363339	437261
2723	363464	437118
2724	363541	436917
2725	363622	436720
2726	363752	436582
2727	363829	436381
2728	363957	436242
2729	364082	436099
2730	364157	435896
2731	364278	435747
2732	364361	435553
2733	364438	435352
2734	364514	435152
2735	364642	435011
2736	364717	434809
2737	364842	434666
2738	364919	434466
2739	365053	434334
2740	365179	434192
2741	365254	433989
2742	365379	433846
2743	365456	433646
2744	365583	433506
2745	365659	433304
2746	365784	433162
2747	365908	433018
2748	366037	432880
2749	366112	432678
2750	366235	432533
2751	366366	432397
2752	366487	432250
2753	366562	432048
2754	366639	431849
2755	366761	431702
2756	366836	431501
2757	366915	431305
2758	367044	431166
2759	367119	430966
2760	367245	430824
2761	367370	430682
2762	367496	430540
2763	367617	430394
2764	367740	430249
2765	367810	430043
2766	367937	429902
2767	368060	429758
2768	368181	429611
2769	368305	429467
2770	368425	429320
2771	368498	429117
2772	368623	428975
2773	368748	428833
2774	368872	428690
2775	368998	428549
2776	369120	428402
2777	369241	428256
2778	369314	428053
2779	369441	427914
2780	369514	427712
2781	369640	427571
2782	369717	427374
2783	369842	427231
2784	369966	427088
2785	370089	426944
2786	370163	426744
2787	370291	426605
2788	370366	426406
2789	370489	426262
2790	370613	426119
2791	370735	425974
2792	370861	425833
2793	370938	425636
2794	371064	425495
2795	371139	425297
2796	371214	425098
2797	371342	424959
2798	371466	424817
2799	371593	424678
2800	371716	424534
2801	371842	424394
2802	371969	424255
2803	372093	424112
2804	372218	423970
2805	372360	423848
2806	372492	423714
2807	372579	423530
2808	372673	423354
2809	372754	423162
2810	372884	423027
2811	373023	422901
2812	373161	422774
2813	373295	422644
2814	373448	422534
2815	373588	422409
2816	373716	422271
2817	373846	422136
2818	373978	422002
2819	374103	421861
2820	374236	421729
2821	374375	421603
2822	374512	421475
2823	374593	421284
2824	374663	421082
2825	374791	420944
2826	374923	420811
2827	375052	420674
2828	375178	420534
2829	375309	420400
2830	375435	420259
2831	375508	420060
2832	375638	419924
2833	375713	419727
2834	375839	419587
2835	375919	419396
2836	376044	419256
2837	376121	419061
2838	376197	418866
2839	376323	418726
2840	376398	418529
2841	376522	418388
2842	376598	418192
2843	376674	417997
2844	376803	417861
2845	376879	417665
2846	377014	417536
2847	377093	417345
2848	377169	417150
2849	377295	417010
2850	377373	416818
2851	377501	416681
2852	377576	416485
2853	377702	416346
2854	377778	416152
2855	377855	415958
2856	377985	415823
2857	378109	415682
2858	378234	415542
2859	378307	415345
2860	378432	415204
2861	378509	415011
2862	378637	414874
2863	378712	414679
2864	378838	414540
2865	378917	414349
2866	378993	414156
2867	379119	414017
2868	379241	413874
2869	379315	413678
2870	379443	413541
2871	379518	413347
2872	379592	413152
2873	379669	412959
2874	379791	412816
2875	379866	412623
2876	379949	412437
2877	380073	412297
2878	380149	412103
2879	380227	411913
2880	380302	411719
2881	380425	411577
2882	380503	411386
2883	380626	411245
2884	380749	411103
2885	380826	410912
2886	380957	410779
2887	381028	410581
2888	381103	410388
2889	381179	410196
2890	381304	410057
2891	381380	409865
2892	381456	409673
2893	381532	409481
2894	381608	409290
2895	381685	409099
2896	381812	408962
2897	381943	408829
2898	382011	408630
2899	382139	408493
2900	382264	408355
2901	382340	408163
2902	382416	407972
2903	382493	407781
2904	382617	407641
2905	382692	407450
2906	382770	407261
2907	382846	407070
2908	382925	406883
2909	383055	406749
2910	383132	406560
2911	383256	406420
2912	383334	406232
2913	383458	406092
2914	383533	405901
2915	383610	405711
2916	383684	405519
2917	383761	405329
2918	383839	405141
2919	383966	405006
2920	384043	404816
2921	384120	404628
2922	384249	404493
2923	384370	404351
2924	384446	404161
2925	384520	403969
2926	384596	403780
2927	384671	403590
2928	384797	403452
2929	384878	403268
2930	384954	403078
2931	385028	402887
2932	385104	402698
2933	385184	402514
2934	385310	402376
2935	385389	402191
2936	385466	402003
2937	385591	401865
2938	385666	401675
2939	385741	401486
2940	385866	401348
2941	385943	401161
2942	386020	400973
2943	386095	400784
2944	386226	400652
2945	386357	400521
2946	386483	400385
2947	386560	400197
2948	386637	400010
2949	386711	399820
2950	386788	399633
2951	386866	399447
2952	386993	399312
2953	387062	399117
2954	387191	398983
2955	387266	398795
2956	387389	398656
2957	387516	398520
2958	387637	398379
2959	387762	398242
2960	387838	398054
2961	387966	397921
2962	388041	397733
2963	388165	397594
2964	388290	397457
2965	388366	397269
2966	388439	397080
2967	388568	396947
2968	388691	396808
2969	388765	396619
2970	388896	396488
2971	388972	396301
2972	389096	396163
2973	389176	395981
2974	389305	395848
2975	389432	395713
2976	389560	395579
2977	389683	395440
2978	389803	395299
2979	389928	395162
2980	390053	395025
2981	390173	394884
2982	390297	394746
2983	390419	394606
2984	390491	394416
2985	390566	394229
2986	390643	394043
2987	390720	393858
2988	390797	393673
2989	390925	393540
2990	391002	393355
2991	391080	393171
2992	391158	392988
2993	391285	392854
2994	391363	392670
2995	391439	392484
2996	391509	392293
2997	391586	392108
2998	391712	391973
2999	391788	391788
3000	391918	391656
3001	391995	391472
3002	392071	391288
3003	392194	391150
3004	392320	391015
3005	392398	390831
3006	392521	390693
3007	392648	390560
3008	392772	390422
3009	392901	390291
3010	393027	390155
3011	393153	390021
3012	393227	389834
3013	393305	389651
3014	393381	389467
3015	393456	389282
3016	393582	389147
3017	393717	389020
3018	393843	388885
3019	393920	388703
3020	393998	388521
3021	394124	388385
3022	394252	388253
3023	394328	388069
3024	394449	387929
3025	394571	387791
3026	394649	387608
3027	394771	387470
3028	394903	387341
3029	394979	387158
3030	395053	386973
3031	395129	386788
3032	395225	386625
3033	395350	386490
3034	395473	386352
3035	395549	386168
3036	395626	385986
3037	395703	385804
3038	395829	385670
3039	395908	385490
3040	395986	385309
3041	396063	385127
3042	396194	384997
3043	396320	384862
3044	396395	384679
3045	396522	384545
3046	396645	384409
3047	396720	384225
3048	396798	384045
3049	396922	383908
3050	396999	383727
3051	397125	383593
3052	397200	383409
3053	397324	383273
3054	397400	383091
3055	397525	382956
3056	397594	382767
3057	397719	382633
3058	397796	382451
3059	397875	382272
3060	397952	382091
3061	398030	381911
3062	398106	381729
3063	398183	381549
3064	398310	381416
3065	398387	381235
3066	398465	381056
3067	398541	380874
3068	398617	380693
3069	398696	380514
3070	398773	380334
3071	398904	380206
3072	398983	380027
3073	399060	379847
3074	399130	379660
3075	399257	379528
3076	399328	379342
3077	399454	379208
3078	399524	379022
3079	399600	378841
3080	399724	378706
3081	399799	378525
3082	399879	378348
3083	400005	378215
3084	400084	378037
3085	400158	377855
3086	400233	377674
3087	400309	377493
3088	400389	377317
3089	400466	377137
3090	400543	376959
3091	400621	376781
3092	400698	376602
3093	400826	376471
3094	400904	376293
3095	400980	376113
3096	401057	375934
3097	401134	375756
3098	401266	375628
3099	401337	375444
3100	401408	375260
3101	401479	375076
3102	401607	374945
3103	401678	374761
3104	401803	374628
3105	401936	374502
3106	402012	374323
3107	402093	374149
3108	402164	373964
3109	402239	373785
3110	402316	373607
3111	402393	373429
3112	402470	373251
3113	402547	373073
3114	402624	372896
3115	402752	372765
3116	402831	372590
3117	402909	372413
3118	402984	372234
3119	403062	372057
3120	403134	371876
3121	403205	371692
3122	403276	371510
3123	403359	371338
3124	403431	371157
3125	403503	370975
3126	403578	370796
3127	403705	370665
3128	403783	370489
3129	403913	370361
3130	403989	370183
3131	404069	370009
3132	404195	369878
3133	404271	369700
3134	404346	369522
3135	404422	369345
3136	404500	369169
3137	404577	368993
3138	404654	368817
3139	404732	368641
3140	404859	368510
3141	404936	368334
3142	405025	368169
3143	405103	367994
3144	405179	367817
3145	405305	367686
3146	405383	367511
3147	405454	367330
3148	405530	367154
3149	405608	366979
3150	405689	366806
3151	405765	366630
3152	405846	366458
3153	405925	366285
3154	406000	366108
3155	406131	365981
3156	406258	365851
3157	406334	365675
3158	406411	365499
3159	406487	365324
3160	406563	365147
3161	406641	364973
3162	406717	364798
3163	406795	364624
3164	406875	364452
3165	406953	364278
3166	407030	364103
3167	407156	363973
3168	407233	363798
3169	407355	363664
3170	407435	363492
3171	407559	363360
3172	407636	363185
3173	407711	363009
3174	407837	362878
3175	407913	362703
3176	407991	362530
3177	408118	362401
3178	408192	362224
3179	408268	362049
3180	408343	361874
3181	408419	361698
3182	408497	361526
3183	408568	361347
3184	408647	361174
3185	408726	361003
3186	408853	360873
3187	408924	360694
3188	408998	360518
3189	409076	360346
3190	409145	360166
3191	409217	359987
3192	409287	359809
3193	409364	359635
3194	409490	359505
3195	409614	359373
3196	409685	359195
3197	409756	359017
3198	409836	358847
3199	409913	358674
3200	409984	358496
3201	410056	358319
3202	410129	358143
3203	410255	358012
3204	410379	357881
3205	410455	357707
3206	410534	357537
3207	410660	357407
3208	410783	357275
3209	410861	357103
3210	410937	356930
3211	411013	356757
3212	411141	356629
3213	411216	356455
3214	411293	356283
3215	411368	356110
3216	411446	355938
3217	411523	355767
