iter	Passed	Remaining
488	67583	761662
489	67595	760110
490	67731	759941
491	67869	759805
492	68007	759672
493	68144	759525
494	68278	759340
495	68415	759193
496	68551	759030
497	68687	758871
498	68832	758807
499	68968	758652
500	69101	758461
501	69237	758307
502	69373	758140
503	69507	757958
504	69643	757801
505	69776	757614
506	69911	757442
507	70048	757295
508	70182	757117
509	70319	756969
510	70456	756822
511	70594	756686
512	70729	756515
513	70864	756352
514	71002	756208
515	71137	756043
516	71271	755865
517	71409	755728
518	71552	755643
519	71684	755441
520	71823	755322
521	71960	755171
522	72090	754953
523	72230	754831
524	72361	754623
525	72496	754463
526	72633	754317
527	72783	754305
528	72929	754244
529	73081	754256
530	73222	754145
531	73360	754008
532	73500	753899
533	73634	753724
534	73779	753652
535	73918	753524
536	74062	753451
537	74205	753361
538	74343	753229
539	74481	753090
540	74615	752913
541	74752	752766
542	74896	752691
543	75038	752587
544	75176	752457
545	75312	752299
546	75449	752147
547	75588	752019
548	75733	751955
549	75871	751821
550	76008	751669
551	76148	751549
552	76286	751412
553	76427	751308
554	76568	751195
555	76704	751041
556	76839	750871
557	76975	750716
558	77112	750571
559	77252	750450
560	77387	750289
561	77528	750174
562	77669	750070
563	77809	749951
564	77947	749813
565	78084	749670
566	78220	749513
567	78360	749390
568	78495	749220
569	78638	749139
570	78775	748983
571	78914	748858
572	79051	748714
573	79189	748570
574	79323	748404
575	79460	748255
576	79600	748135
577	79738	748000
578	79873	747832
579	80013	747708
580	80144	747506
581	80284	747387
582	80421	747247
583	80561	747123
584	80696	746955
585	80836	746839
586	80968	746650
587	81105	746498
588	81240	746332
589	81379	746212
590	81516	746058
591	81656	745947
592	81793	745798
593	81927	745619
594	82062	745457
595	82201	745329
596	82343	745227
597	82482	745103
598	82621	744976
599	82768	744912
600	82915	744858
601	83055	744739
602	83191	744582
603	83329	744449
604	83470	744336
605	83608	744195
606	83753	744120
607	83889	743967
608	84026	743819
609	84169	743726
610	84305	743573
611	84449	743487
612	84591	743387
613	84732	743268
614	84875	743175
615	85020	743101
616	85167	743045
617	85311	742958
618	85449	742815
619	85584	742651
620	85722	742511
621	85858	742362
622	85998	742236
623	86140	742135
624	86277	741984
625	86414	741841
626	86549	741673
627	86690	741561
628	86829	741436
629	86965	741275
630	87097	741087
631	87236	740959
632	87372	740804
633	87508	740650
634	87645	740502
635	87784	740367
636	87920	740220
637	88057	740067
638	88192	739906
639	88327	739745
640	88466	739610
641	88604	739478
642	88744	739351
643	88879	739189
644	89013	739020
645	89155	738916
646	89291	738760
647	89427	738606
648	89562	738444
649	89703	738331
650	89840	738183
651	89976	738026
652	90108	737841
653	90243	737676
654	90378	737515
655	90519	737399
656	90653	737234
657	90789	737081
658	90921	736888
659	91060	736762
660	91192	736575
661	91323	736385
662	91453	736183
663	91589	736029
664	91729	735901
665	91871	735802
666	92011	735680
667	92147	735528
668	92284	735375
669	92426	735270
670	92564	735137
671	92706	735033
672	92841	734871
673	92985	734776
674	93126	734661
675	93263	734522
676	93406	734421
677	93544	734282
678	93687	734184
679	93825	734050
680	93961	733891
681	94104	733790
682	94243	733664
683	94385	733560
684	94520	733398
685	94658	733257
686	94795	733112
687	94928	732940
688	95064	732782
689	95205	732668
690	95347	732565
691	95488	732449
692	95623	732286
693	95768	732197
694	95903	732043
695	96042	731911
696	96175	731736
697	96313	731596
698	96450	731453
699	96592	731344
700	96734	731237
701	96867	731063
702	97008	730943
703	97149	730830
704	97288	730695
705	97429	730583
706	97565	730431
707	97709	730340
708	97851	730227
709	97988	730080
710	98129	729968
711	98272	729863
712	98414	729755
713	98546	729578
714	98681	729414
715	98823	729303
716	98960	729158
717	99098	729024
718	99238	728898
719	99377	728768
720	99511	728600
721	99646	728437
722	99784	728301
723	99923	728169
724	100061	728031
725	100206	727949
726	100341	727788
727	100476	727624
728	100609	727455
729	100751	727344
730	100886	727186
731	101022	727030
732	101161	726896
733	101300	726768
734	101437	726625
735	101577	726500
736	101723	726418
737	101860	726272
738	101999	726140
739	102137	726005
740	102275	725863
741	102406	725678
742	102538	725498
743	102675	725351
744	102810	725195
745	102944	725023
746	103080	724873
747	103218	724736
748	103350	724554
749	103486	724403
750	103621	724249
751	103756	724086
752	103888	723908
753	104021	723737
754	104157	723587
755	104293	723430
756	104429	723284
757	104568	723147
758	104699	722966
759	104836	722821
760	104972	722666
761	105106	722500
762	105240	722336
763	105377	722196
764	105515	722056
765	105653	721917
766	105787	721754
767	105926	721624
768	106060	721459
769	106194	721295
770	106328	721131
771	106461	720961
772	106595	720793
773	106730	720641
774	106868	720498
775	107002	720336
776	107137	720180
777	107270	720005
778	107417	719932
779	107560	719826
780	107694	719664
781	107832	719527
782	107966	719360
783	108100	719199
784	108232	719023
785	108364	718845
786	108498	718682
787	108646	718612
788	108781	718455
789	108917	718305
790	109049	718125
791	109185	717975
792	109320	717819
793	109454	717659
794	109592	717523
795	109732	717394
796	109869	717255
797	110006	717107
798	110136	716918
799	110271	716761
800	110402	716583
801	110535	716412
802	110669	716252
803	110800	716068
804	110932	715896
805	111067	715740
806	111201	715574
807	111335	715410
808	111466	715229
809	111600	715069
810	111732	714893
811	111865	714725
812	112000	714569
813	112135	714414
814	112269	714256
815	112399	714066
816	112533	713908
817	112670	713765
818	112804	713604
819	112938	713441
820	113068	713254
821	113199	713076
822	113326	712868
823	113459	712702
824	113586	712499
825	113726	712372
826	113857	712195
827	113992	712039
828	114121	711847
829	114255	711686
830	114386	711511
831	114518	711337
832	114656	711197
833	114791	711046
834	114924	710880
835	115059	710729
836	115194	710575
837	115329	710417
838	115461	710248
839	115589	710049
840	115721	709877
841	115853	709703
842	115984	709526
843	116114	709346
844	116246	709171
845	116377	708992
846	116504	708793
847	116640	708645
848	116771	708468
849	116901	708285
850	117031	708105
851	117163	707931
852	117297	707771
853	117425	707579
854	117555	707394
855	117690	707243
856	117818	707048
857	117948	706864
858	118084	706719
859	118218	706559
860	118352	706405
861	118485	706239
862	118617	706068
863	118751	705910
864	118886	705758
865	119030	705664
866	119159	705476
867	119296	705330
868	119430	705177
869	119564	705019
870	119703	704887
871	119840	704749
872	119972	704582
873	120108	704435
874	120240	704268
875	120370	704086
876	120504	703925
877	120639	703775
878	120772	703614
879	120906	703455
880	121040	703296
881	121173	703135
882	121306	702973
883	121443	702831
884	121574	702661
885	121710	702516
886	121844	702356
887	121977	702191
888	122107	702014
889	122240	701853
890	122375	701703
891	122504	701516
892	122638	701358
893	122773	701211
894	122908	701060
895	123038	700882
896	123171	700719
897	123304	700558
898	123434	700379
899	123568	700219
900	123705	700085
901	123839	699928
902	123970	699754
903	124107	699612
904	124238	699440
905	124369	699269
906	124501	699105
907	124640	698972
908	124772	698808
909	124904	698641
910	125036	698477
911	125167	698304
912	125299	698134
913	125432	697975
914	125565	697813
915	125705	697692
916	125840	697542
917	125970	697368
918	126102	697199
919	126233	697028
920	126363	696853
921	126493	696674
922	126627	696520
923	126758	696348
924	126891	696190
925	127022	696014
926	127154	695852
927	127292	695718
928	127426	695562
929	127559	695406
930	127694	695255
931	127831	695119
932	127965	694961
933	128104	694837
934	128238	694681
935	128383	694588
936	128527	694486
937	128669	694376
938	128809	694255
939	128949	694129
940	129092	694023
941	129228	693882
942	129365	693746
943	129498	693584
944	129637	693455
945	129771	693303
946	129903	693140
947	130037	692982
948	130170	692825
949	130307	692688
950	130449	692575
951	130585	692432
952	130719	692275
953	130849	692104
954	130983	691946
955	131123	691826
956	131256	691667
957	131389	691508
958	131522	691351
959	131662	691229
960	131795	691068
961	131924	690891
962	132057	690730
963	132192	690584
964	132324	690419
965	132455	690248
966	132588	690091
967	132721	689934
968	132854	689776
969	132985	689605
970	133127	689495
971	133270	689389
972	133413	689279
973	133547	689126
974	133683	688984
975	133822	688854
976	133949	688667
977	134082	688510
978	134213	688341
979	134346	688184
980	134481	688036
981	134621	687911
982	134753	687752
983	134884	687581
984	135017	687422
985	135151	687272
986	135282	687105
987	135411	686923
988	135546	686776
989	135682	686637
990	135819	686498
991	135950	686330
992	136083	686170
993	136213	686000
994	136341	685820
995	136475	685663
996	136607	685501
997	136739	685342
998	136871	685181
999	137003	685019
1000	137133	684846
1001	137263	684672
1002	137396	684517
1003	137532	684376
1004	137668	684232
1005	137804	684090
1006	137935	683924
1007	138071	683780
1008	138206	683634
1009	138337	683471
1010	138471	683315
1011	138603	683154
1012	138736	682999
1013	138866	682830
1014	139001	682681
1015	139138	682546
1016	139276	682411
1017	139410	682264
1018	139548	682128
1019	139682	681978
1020	139814	681819
1021	139943	681641
1022	140073	681471
1023	140202	681297
1024	140330	681115
1025	140466	680976
1026	140597	680809
1027	140730	680652
1028	140863	680499
1029	140994	680332
1030	141122	680152
1031	141257	680008
1032	141386	679832
1033	141518	679673
1034	141656	679542
1035	141790	679388
1036	141923	679236
1037	142056	679079
1038	142190	678927
1039	142320	678761
1040	142453	678605
1041	142587	678453
1042	142721	678302
1043	142855	678154
1044	142990	678009
1045	143126	677866
1046	143258	677705
1047	143390	677548
1048	143526	677406
1049	143661	677262
1050	143790	677088
1051	143922	676930
1052	144055	676774
1053	144194	676644
1054	144327	676493
1055	144461	676344
1056	144594	676186
1057	144727	676032
1058	144860	675880
1059	144995	675732
1060	145129	675583
1061	145263	675435
1062	145397	675284
1063	145530	675130
1064	145663	674976
1065	145795	674815
1066	145925	674650
1067	146055	674481
1068	146186	674318
1069	146318	674157
1070	146451	674002
1071	146584	673849
1072	146712	673676
1073	146842	673507
1074	146978	673364
1075	147113	673222
1076	147244	673057
1077	147376	672902
1078	147509	672746
1079	147647	672614
1080	147779	672458
1081	147912	672303
1082	148042	672137
1083	148173	671973
1084	148304	671810
1085	148435	671650
1086	148573	671519
1087	148705	671363
1088	148836	671199
1089	148970	671048
1090	149101	670889
1091	149234	670736
1092	149367	670583
1093	149503	670444
1094	149641	670311
1095	149775	670162
1096	149904	669991
1097	150037	669838
1098	150172	669695
1099	150303	669531
1100	150434	669371
1101	150569	669226
1102	150702	669077
1103	150832	668909
1104	150963	668747
1105	151095	668589
1106	151227	668433
1107	151362	668288
1108	151492	668124
1109	151624	667966
1110	151755	667807
1111	151885	667638
1112	152017	667482
1113	152148	667322
1114	152276	667147
1115	152409	666996
1116	152544	666853
1117	152673	666682
1118	152805	666526
1119	152935	666360
1120	153066	666200
1121	153197	666040
1122	153326	665872
1123	153458	665712
1124	153593	665573
1125	153725	665417
1126	153859	665268
1127	153989	665105
1128	154126	664969
1129	154257	664809
1130	154392	664664
1131	154525	664515
1132	154665	664392
1133	154795	664228
1134	154923	664053
1135	155055	663901
1136	155187	663742
1137	155320	663592
1138	155456	663451
1139	155590	663305
1140	155723	663154
1141	155859	663018
1142	155992	662866
1143	156124	662711
1144	156260	662572
1145	156394	662423
1146	156526	662271
1147	156656	662107
1148	156785	661937
1149	156916	661780
1150	157052	661641
1151	157188	661501
1152	157321	661348
1153	157456	661207
1154	157592	661071
1155	157726	660921
1156	157859	660771
1157	157990	660613
1158	158123	660461
1159	158254	660304
1160	158388	660157
1161	158524	660016
1162	158653	659851
1163	158787	659703
1164	158918	659547
1165	159050	659389
1166	159178	659218
1167	159306	659049
1168	159441	658905
1169	159579	658778
1170	159711	658624
1171	159844	658473
1172	159974	658310
1173	160110	658169
1174	160239	658005
1175	160372	657854
1176	160507	657713
1177	160642	657568
1178	160774	657414
1179	160908	657269
1180	161039	657113
1181	161171	656956
1182	161302	656798
1183	161434	656644
1184	161570	656507
1185	161703	656356
1186	161835	656203
1187	161967	656048
1188	162097	655886
1189	162230	655737
1190	162359	655572
1191	162495	655434
1192	162629	655288
1193	162763	655145
1194	162894	654987
1195	163031	654851
1196	163160	654684
1197	163291	654529
1198	163422	654373
1199	163559	654236
1200	163692	654088
1201	163828	653952
1202	163959	653793
1203	164094	653652
1204	164224	653489
1205	164355	653333
1206	164491	653197
1207	164626	653056
1208	164758	652899
1209	164893	652758
1210	165022	652596
1211	165153	652436
1212	165285	652286
1213	165418	652136
1214	165556	652005
1215	165689	651857
1216	165819	651696
1217	165953	651550
1218	166086	651403
1219	166217	651246
1220	166349	651092
1221	166484	650950
1222	166614	650789
1223	166746	650638
1224	166876	650478
1225	167011	650338
1226	167144	650187
1227	167273	650024
1228	167403	649863
1229	167537	649717
1230	167671	649573
1231	167803	649421
1232	167933	649259
1233	168064	649103
1234	168193	648942
1235	168323	648780
1236	168456	648631
1237	168585	648470
1238	168717	648315
1239	168846	648154
1240	168974	647984
1241	169106	647832
1242	169242	647697
1243	169373	647539
1244	169508	647398
1245	169640	647247
1246	169769	647084
1247	169901	646932
1248	170035	646789
1249	170167	646635
1250	170294	646466
1251	170423	646300
1252	170557	646157
1253	170686	645994
1254	170818	645845
1255	170951	645695
1256	171082	645541
1257	171214	645387
1258	171343	645225
1259	171481	645097
1260	171612	644943
1261	171746	644796
1262	171879	644651
1263	172014	644511
1264	172147	644363
1265	172281	644218
1266	172411	644059
1267	172548	643926
1268	172679	643773
1269	172820	643653
1270	172953	643506
1271	173082	643343
1272	173214	643194
1273	173345	643038
1274	173481	642901
1275	173615	642757
1276	173746	642604
1277	173878	642452
1278	174006	642288
1279	174138	642134
1280	174268	641978
1281	174404	641839
1282	174539	641700
1283	174668	641540
1284	174798	641380
1285	174926	641215
1286	175059	641069
1287	175193	640926
1288	175323	640767
1289	175462	640642
1290	175594	640490
1291	175726	640341
1292	175856	640183
1293	175986	640023
1294	176119	639878
1295	176248	639717
1296	176375	639547
1297	176512	639415
1298	176648	639281
1299	176781	639132
1300	176912	638978
1301	177043	638826
1302	177180	638692
1303	177316	638557
1304	177452	638422
1305	177588	638286
1306	177719	638132
1307	177853	637988
1308	177981	637822
1309	178112	637671
1310	178248	637532
1311	178384	637396
1312	178517	637251
1313	178644	637083
1314	178778	636940
1315	178911	636795
1316	179040	636632
1317	179172	636484
1318	179304	636333
1319	179438	636191
1320	179572	636049
1321	179707	635908
1322	179839	635760
1323	179969	635602
1324	180100	635448
1325	180230	635293
1326	180362	635141
1327	180494	634993
1328	180627	634847
1329	180759	634697
1330	180892	634550
1331	181023	634396
1332	181153	634239
1333	181286	634093
1334	181421	633956
1335	181557	633820
1336	181688	633668
1337	181819	633515
1338	181954	633376
1339	182087	633228
1340	182217	633071
1341	182345	632911
1342	182483	632779
1343	182614	632628
1344	182743	632469
1345	182876	632322
1346	183008	632173
1347	183139	632022
1348	183268	631863
1349	183407	631737
1350	183550	631626
1351	183681	631472
1352	183813	631325
1353	183951	631194
1354	184081	631040
1355	184213	630891
1356	184345	630742
1357	184480	630603
1358	184614	630459
1359	184751	630327
1360	184880	630170
1361	185014	630027
1362	185146	629877
1363	185278	629731
1364	185408	629574
1365	185544	629439
1366	185674	629284
1367	185804	629126
1368	185933	628969
1369	186064	628816
1370	186194	628660
1371	186326	628512
1372	186462	628377
1373	186595	628233
1374	186727	628082
1375	186855	627920
1376	186985	627766
1377	187118	627620
1378	187248	627464
1379	187381	627319
1380	187516	627181
1381	187652	627048
1382	187782	626891
1383	187911	626734
1384	188047	626599
1385	188178	626446
1386	188305	626283
1387	188440	626143
1388	188573	626000
1389	188704	625845
1390	188834	625692
1391	188966	625544
1392	189095	625385
1393	189227	625236
1394	189356	625078
1395	189492	624945
1396	189620	624782
1397	189749	624627
1398	189885	624491
1399	190024	624366
1400	190158	624223
1401	190287	624068
1402	190423	623930
1403	190555	623784
1404	190689	623644
1405	190822	623498
1406	190955	623354
1407	191089	623213
1408	191219	623058
1409	191352	622914
1410	191488	622777
1411	191621	622633
1412	191753	622485
1413	191887	622344
1414	192018	622195
1415	192150	622047
1416	192281	621895
1417	192412	621743
1418	192546	621603
1419	192677	621451
1420	192806	621294
1421	192938	621149
1422	193068	620992
1423	193203	620854
1424	193345	620739
1425	193491	620637
1426	193632	620518
1427	193773	620401
1428	193909	620265
1429	194043	620124
1430	194174	619974
1431	194311	619843
1432	194447	619706
1433	194579	619561
1434	194710	619411
1435	194843	619264
1436	194972	619109
1437	195108	618974
1438	195238	618819
1439	195366	618661
1440	195505	618533
1441	195640	618397
1442	195774	618256
1443	195907	618113
1444	196039	617965
1445	196169	617811
1446	196303	617669
1447	196441	617542
1448	196570	617386
1449	196703	617241
1450	196837	617100
1451	196968	616950
1452	197099	616800
1453	197232	616657
1454	197363	616506
1455	197501	616378
1456	197634	616233
1457	197769	616096
1458	197899	615943
1459	198029	615791
1460	198160	615638
1461	198291	615491
1462	198421	615337
1463	198554	615192
1464	198690	615059
1465	198824	614918
1466	198956	614772
1467	199087	614621
1468	199219	614475
1469	199352	614331
1470	199486	614191
1471	199622	614056
1472	199753	613906
1473	199882	613749
1474	200016	613608
1475	200148	613464
1476	200277	613307
1477	200415	613177
1478	200544	613022
1479	200676	612878
1480	200810	612735
1481	200941	612585
1482	201075	612445
1483	201208	612304
1484	201339	612153
1485	201477	612023
1486	201608	611875
1487	201742	611734
1488	201873	611586
1489	202006	611442
1490	202140	611302
1491	202272	611156
1492	202410	611026
1493	202542	610880
1494	202676	610741
1495	202808	610595
1496	202940	610449
1497	203072	610300
1498	203199	610141
1499	203330	609990
1500	203463	609847
1501	203594	609699
1502	203725	609548
1503	203862	609418
1504	203988	609254
1505	204119	609104
1506	204249	608954
1507	204381	608806
1508	204508	608646
1509	204641	608502
1510	204774	608359
1511	204903	608206
1512	205035	608059
1513	205168	607917
1514	205301	607772
1515	205441	607650
1516	205570	607495
1517	205701	607347
1518	205834	607204
1519	205966	607060
1520	206096	606908
1521	206227	606759
1522	206362	606621
1523	206496	606481
1524	206626	606330
1525	206758	606183
1526	206887	606031
1527	207019	605882
1528	207148	605729
1529	207283	605591
1530	207413	605442
1531	207547	605301
1532	207677	605149
1533	207806	604997
1534	207937	604846
1535	208073	604712
1536	208205	604568
1537	208335	604416
1538	208474	604291
1539	208605	604142
1540	208736	603994
1541	208871	603856
1542	208997	603695
1543	209124	603535
1544	209253	603380
1545	209386	603239
1546	209514	603081
1547	209647	602939
1548	209777	602787
1549	209916	602663
1550	210044	602507
1551	210174	602355
1552	210303	602202
1553	210439	602067
1554	210572	601924
1555	210702	601775
1556	210831	601620
1557	210966	601485
1558	211097	601337
1559	211227	601184
1560	211360	601043
1561	211494	600904
1562	211627	600761
1563	211759	600617
1564	211892	600473
1565	212039	600371
1566	212188	600274
1567	212331	600161
1568	212466	600024
1569	212601	599888
1570	212731	599738
1571	212863	599593
1572	213000	599460
1573	213132	599315
1574	213262	599165
1575	213399	599034
1576	213527	598879
1577	213656	598726
1578	213786	598574
1579	213921	598437
1580	214057	598304
1581	214187	598155
1582	214318	598006
1583	214453	597869
1584	214587	597730
1585	214720	597588
1586	214851	597442
1587	214981	597291
1588	215113	597146
1589	215242	596992
1590	215378	596860
1591	215514	596725
1592	215648	596587
1593	215783	596451
1594	215914	596304
1595	216045	596156
1596	216175	596006
1597	216311	595870
1598	216448	595739
1599	216581	595600
1600	216712	595452
1601	216845	595311
1602	216973	595155
1603	217106	595012
1604	217239	594872
1605	217378	594744
1606	217507	594591
1607	217644	594461
1608	217772	594306
1609	217903	594159
1610	218036	594017
1611	218172	593883
1612	218305	593741
1613	218444	593616
1614	218575	593468
1615	218706	593322
1616	218840	593183
1617	218971	593035
1618	219101	592886
1619	219231	592737
1620	219367	592604
1621	219499	592457
1622	219628	592306
1623	219762	592168
1624	219892	592017
1625	220027	591883
1626	220159	591738
1627	220290	591592
1628	220429	591464
1629	220564	591329
1630	220696	591183
1631	220826	591035
1632	220954	590880
1633	221088	590740
1634	221220	590596
1635	221364	590485
1636	221501	590355
1637	221636	590218
1638	221768	590073
1639	221900	589930
1640	222033	589788
1641	222161	589634
1642	222293	589491
1643	222428	589353
1644	222558	589205
1645	222690	589062
1646	222820	588912
1647	222954	588772
1648	223088	588634
1649	223215	588478
1650	223348	588336
1651	223482	588197
1652	223617	588060
1653	223748	587914
1654	223880	587769
1655	224017	587639
1656	224145	587484
1657	224278	587344
1658	224417	587219
1659	224548	587072
1660	224680	586929
1661	224813	586787
1662	224944	586641
1663	225075	586494
